SRR062700.1,p1z1r2
SRR062700.1010,p1z1r2
SRR062700.1071,p1z1r2
SRR062700.1091,p1z1r2
SRR062700.1108,p1z1r2
SRR062700.1109,p1z1r2
SRR062700.1127,p1z1r2
SRR062700.1136,p1z1r2
SRR062700.1141,p1z1r2
SRR062700.1145,p1z1r2
SRR062700.1188,p1z1r2
SRR062700.1269,p1z1r2
SRR062700.1282,p1z1r2
SRR062700.13,p1z1r2
SRR062700.1332,p1z1r2
SRR062700.1374,p1z1r2
SRR062700.1402,p1z1r2
SRR062700.1406,p1z1r2
SRR062700.1445,p1z1r2
SRR062700.1507,p1z1r2
SRR062700.1549,p1z1r2
SRR062700.1581,p1z1r2
SRR062700.1694,p1z1r2
SRR062700.1745,p1z1r2
SRR062700.1803,p1z1r2
SRR062700.1805,p1z1r2
SRR062700.1810,p1z1r2
SRR062700.1811,p1z1r2
SRR062700.211,p1z1r2
SRR062700.24,p1z1r2
SRR062700.240,p1z1r2
SRR062700.279,p1z1r2
SRR062700.300,p1z1r2
SRR062700.304,p1z1r2
SRR062700.340,p1z1r2
SRR062700.378,p1z1r2
SRR062700.383,p1z1r2
SRR062700.398,p1z1r2
SRR062700.431,p1z1r2
SRR062700.443,p1z1r2
SRR062700.450,p1z1r2
SRR062700.459,p1z1r2
SRR062700.484,p1z1r2
SRR062700.57,p1z1r2
SRR062700.609,p1z1r2
SRR062700.616,p1z1r2
SRR062700.756,p1z1r2
SRR062700.782,p1z1r2
SRR062700.808,p1z1r2
SRR062700.817,p1z1r2
SRR062700.820,p1z1r2
SRR062700.831,p1z1r2
SRR062700.871,p1z1r2
SRR062700.914,p1z1r2
SRR062700.915,p1z1r2
SRR062701.110,p1z1r2
SRR062701.113,p1z1r2
SRR062701.114,p1z1r2
SRR062701.128,p1z1r2
SRR062701.270,p1z1r2
SRR062701.308,p1z1r2
SRR062701.319,p1z1r2
SRR062701.429,p1z1r2
SRR062701.465,p1z1r2
SRR062701.490,p1z1r2
SRR062701.552,p1z1r2
SRR062701.651,p1z1r2
SRR062701.666,p1z1r2
SRR062701.696,p1z1r2
SRR062701.731,p1z1r2
SRR062699.2106,p1z1r34
SRR062699.2112,p1z1r34
SRR062700.10,p1z1r34
SRR062700.1017,p1z1r34
SRR062700.1020,p1z1r34
SRR062700.1023,p1z1r34
SRR062700.1060,p1z1r34
SRR062700.114,p1z1r34
SRR062700.1239,p1z1r34
SRR062700.1243,p1z1r34
SRR062700.1257,p1z1r34
SRR062700.1380,p1z1r34
SRR062700.1425,p1z1r34
SRR062700.1454,p1z1r34
SRR062700.1524,p1z1r34
SRR062700.1636,p1z1r34
SRR062700.1768,p1z1r34
SRR062700.1812,p1z1r34
SRR062700.1820,p1z1r34
SRR062700.23,p1z1r34
SRR062700.258,p1z1r34
SRR062700.30,p1z1r34
SRR062700.365,p1z1r34
SRR062700.419,p1z1r34
SRR062700.466,p1z1r34
SRR062700.468,p1z1r34
SRR062700.486,p1z1r34
SRR062700.538,p1z1r34
SRR062700.549,p1z1r34
SRR062700.7,p1z1r34
SRR062700.714,p1z1r34
SRR062700.74,p1z1r34
SRR062700.78,p1z1r34
SRR062700.903,p1z1r34
SRR062700.937,p1z1r34
SRR062700.939,p1z1r34
SRR062700.975,p1z1r34
SRR062700.976,p1z1r34
SRR062700.987,p1z1r34
SRR062701.12,p1z1r34
SRR062701.151,p1z1r34
SRR062701.169,p1z1r34
SRR062701.172,p1z1r34
SRR062701.210,p1z1r34
SRR062701.274,p1z1r34
SRR062701.318,p1z1r34
SRR062701.344,p1z1r34
SRR062701.448,p1z1r34
SRR062701.466,p1z1r34
SRR062701.478,p1z1r34
SRR062701.510,p1z1r34
SRR062701.63,p1z1r34
SRR062701.674,p1z1r34
SRR062701.681,p1z1r34
SRR062701.738,p1z1r34
SRR062701.798,p1z1r34
SRR062701.824,p1z1r34
SRR062701.849,p1z1r34
